"","pos","numberofZero","Median","Mean","Max","RealMedian","RealMean","RealMax","numberofSample","rawP","Bonferroni","BH","Holm","Hochberg","Hommel","BY","Significance","Significance_holm"
"756",1099,4,0.0036248092757445,0.00472688486011955,0.0191057711246799,0.00423180294977363,0.00457310664014696,0.0406858766233766,182,0.0506816246766032,1,0.0942228241943298,1,1,1,0.900684063120706,"N","N"
"757",1100,16,0.00330639235855988,0.00515845768168528,0.0373203523412146,0.00209580838323353,0.00500178762628095,0.0766957062850031,175,0.182377694987636,1,0.264958794781198,1,1,1,1,"N","N"
"758",1101,34,0.000960936127588768,0.00161932468163308,0.0225311601150527,0.0015092772178061,0.00167876429262822,0.0071608040201005,182,1.23289489497986e-06,0.00981014467935471,2.46486047219968e-05,0.00932068540604771,0.00932068540604771,0.00831587606663913,0.000235618127997062,"Y","Y"
"759",1102,22,0.00135794825257948,0.00216018909079725,0.0145748987854251,0.00172447056815084,0.00201349110989865,0.0288175046554935,182,0.0192787994103017,1,0.0436667824958072,1,1,1,0.417414521566619,"N","N"
"760",1103,4,0.00359284867829885,0.00607185484656456,0.0581141238365034,0.0025819472871034,0.00626635565975276,0.122307001795332,168,0.031169056840201,1,0.0641189724088622,1,1,1,0.612918760248898,"N","N"
"761",1104,1,0.00549547952490693,0.0064343277432811,0.025414364640884,0.00343997248022016,0.00671530438165856,0.130278218373559,147,3.06995103681034e-05,0.244276003998998,0.00028942654502251,0.218396316758687,0.218396316758687,0.154971128338186,0.00276665318382114,"N","N"
"762",1105,33,0.000968211054698534,0.00140482413432213,0.00565116876444901,0.00104797706612073,0.00153032089412309,0.0510576221735959,180,0.268650642896856,1,0.359705081971413,1,1,1,1,"N","N"
"763",1106,0,0.0105279607135663,0.0126483996957235,0.0528846153846154,0.00569411021497461,0.0119793565220268,0.186412717456509,144,6.00341965018129e-09,4.77692101564926e-05,5.75532652487862e-07,4.72769297451777e-05,4.72769297451777e-05,4.64064338959014e-05,5.50156602005781e-06,"Y","Y"
"764",1107,1,0.00537827178200072,0.00609149788106815,0.0173333333333333,0.00405019587012815,0.00643501386657157,0.13419452887538,171,0.000723636557116722,1,0.00327544963657551,1,1,1,0.0313103041905595,"N","N"
"765",1108,17,0.0023636005515068,0.00428181980692922,0.0287859824780976,0.00255133033653262,0.0040711711161767,0.0542635658914729,173,0.161455440995517,1,0.240220819745948,1,1,1,1,"N","N"
"766",1109,18,0.00351409007234765,0.00575645848767855,0.0362092087617345,0.00299009790832221,0.00586438152903836,0.117091952287483,178,0.989726875027788,1,0.992095835801979,1,1,1,1,"N","N"
"767",1110,29,0.000944510035419126,0.00167566226814629,0.0159506345325416,0.00152198091670081,0.00161545080174385,0.00818124606670862,183,9.02222872710831e-05,0.717898739816009,0.000654419999832278,0.619015112966901,0.619015112966901,0.37397138073864,0.00625565694380724,"N","N"
"768",1111,5,0.00398087295217677,0.00488571852731327,0.0198529411764706,0.00463487168573696,0.00499496799499454,0.0222989949748744,182,0.0173797197193521,1,0.0403649824304975,1,1,1,0.385852331366271,"N","N"
"769",1112,23,0.00212375206007143,0.0037095544023204,0.0407060518731988,0.00239045137479127,0.00367477115512613,0.0652860652860653,174,0.095414239235153,1,0.156152015959299,1,1,1,1,"N","N"
"770",1113,25,0.00174681178576339,0.00287034090359576,0.0217173404610758,0.00192716988139394,0.00264459279292294,0.0209070106095278,182,0.100672039581261,1,0.162818612723326,1,1,1,1,"N","N"
"771",1114,1,0.00500625782227785,0.00578023907070562,0.0311092040334692,0.00513658650478636,0.00553696855406912,0.0344370860927152,183,0.222718482047278,1,0.309533192021446,1,1,1,1,"N","N"
"772",1115,0,0.00790606464860482,0.00934350077450173,0.0338176352705411,0.00466834568732255,0.00852525491522302,0.114263505635445,166,2.18106251566979e-07,0.00173547144371845,7.29189682234643e-06,0.00168378026209708,0.00168378026209708,0.00157865304884179,6.97038675497819e-05,"Y","Y"
"773",1116,30,0.00100301003613653,0.00186747761858147,0.0142726996659581,0.00161485837962645,0.00173068330724638,0.00538912664447615,182,0.000871474990002123,1,0.00376252115867981,1,1,1,0.0359662626731294,"N","N"
"774",1117,31,0.00115886244153673,0.00195335508790128,0.0201673460630766,0.00195308571678251,0.00212940206345331,0.00846294602012809,182,1.97349487899081e-06,0.0157030987521299,3.57836888525716e-05,0.0148406814900109,0.0148406814900109,0.0129287626869767,0.000342059352866658,"Y","Y"
"775",1118,0,0.00749221567661026,0.00851153130751158,0.0276442307692308,0.00590376711699564,0.00861711546662246,0.118358684117439,176,0.0136822612524867,1,0.0332833239945082,1,1,1,0.318158150595326,"N","N"
"776",1119,21,0.00152529498406882,0.00281867852961845,0.0150678051230537,0.00233717670474289,0.00273782175535425,0.0284784377542718,182,0.000447749890710409,1,0.00226637778650301,1,1,0.983900340914742,0.0216644997724117,"N","N"
"777",1120,26,0.00172413793103448,0.00354167778108031,0.0240457373465613,0.0027130545802745,0.00381391357205665,0.0540997464074387,181,0.000139571818761953,1,0.000916314324990807,0.941551489368134,0.941551489368134,0.52102159943837,0.00875912727500365,"N","N"
"778",1121,0,0.0164618311700721,0.0187620748065755,0.0576738224927908,0.0103042694371318,0.0194328475523548,0.199309639478394,112,0.00197491562551957,1,0.00709453888589582,1,1,1,0.0678173060970617,"N","N"
"779",1122,22,0.00138504155124654,0.00210303686481103,0.0119386014781126,0.0016091281451141,0.00196675350546484,0.0170294683844217,179,0.0533966949340271,1,0.0979507609361932,1,1,1,0.93631973038529,"N","N"
"780",1123,1,0.00419096994029628,0.00451792546555913,0.0127457334197451,0.00447330449080454,0.0046222633080795,0.0161607790324252,182,0.2266774873749,1,0.314228705059596,1,1,1,1,"N","N"
"781",1125,2,0.00415089987804917,0.00494894688824685,0.0216411181244364,0.00429342809211429,0.00492733168585289,0.053456654648064,180,0.34541907587634,1,0.439478667532466,1,1,1,1,"N","N"
"782",1126,6,0.00410167903639417,0.00431784555485779,0.0153846153846154,0.00373100597731933,0.0039853634848218,0.0121216986433331,182,0.459466912791443,1,0.552462017727339,1,1,1,1,"N","N"
"783",1127,10,0.00209424083769634,0.0032700484785962,0.0240299389403191,0.00245281733324249,0.00332902555023168,0.0501281229980782,179,0.27488822879879,1,0.366318143786966,1,1,1,1,"N","N"
"784",1128,34,0.00135777325186694,0.00254414769550011,0.0212514757969303,0.00203804347826087,0.00224783735443098,0.0105829185973342,183,0.000341801042595286,1,0.00184012915827516,1,1,0.898653285516533,0.0175899525525143,"N","N"
"785",1129,2,0.00274223034734918,0.00340470538154529,0.0116913484021824,0.00277091741461358,0.00311191767828722,0.0202275600505689,183,0.698504301097993,1,0.7630421092582,1,1,1,1,"N","N"
"786",1130,1,0.0105646592844066,0.0115582289387571,0.0361046704206691,0.00619876893243382,0.0123408724783816,0.179174147217235,168,1.29490691500242e-06,0.0103035743226743,2.53159074267181e-05,0.00977784211518327,0.00977784211518327,0.00870954391030627,0.000241996931822558,"Y","Y"
"787",1131,15,0.00255623721881391,0.00439738004667269,0.0228452751817238,0.00154320987654321,0.00467728502046059,0.0852795145273998,173,0.0415351129132977,1,0.0807266471546434,1,1,1,0.771672948492786,"N","N"
"788",1132,6,0.00353063343717549,0.00429193481388656,0.0164533820840951,0.00405151208218782,0.00434569734585607,0.0183241712477095,183,0.0233460495958579,1,0.0507553324137271,1,1,1,0.485174578604797,"N","N"
"789",1133,20,0.00206483584555028,0.00318781090223596,0.0237724084177709,0.00238989416182998,0.00312302305774728,0.0526417277284998,181,0.120624475758337,1,0.188790116760245,1,1,1,1,"N","N"
"790",1134,20,0.00157197395014597,0.00215501261528512,0.0129952456418384,0.00182534345278125,0.00196247542092373,0.00598318240620957,183,0.0288944697209301,1,0.0602972188747551,1,1,1,0.576386290215457,"N","N"
"791",1135,5,0.0026115589871693,0.00320869351516488,0.0120014119308154,0.00322407307898979,0.00335611248721245,0.00978747203579418,183,0.00696444985251657,1,0.0195678416230489,1,1,1,0.18705067747917,"N","N"
"792",1136,2,0.0109018830525273,0.0134298340054633,0.0459623815584783,0.00447690857681433,0.0124362620036702,0.183344162876327,151,7.97077405219577e-10,6.34234491333218e-06,1.245919643773e-07,6.30328812047642e-06,6.30328812047642e-06,6.25944886318934e-06,1.19098528055254e-06,"Y","Y"
"793",1137,57,0.000432525951557093,0.000860387607277196,0.00627716079188798,0.000686655985351339,0.000806839352289412,0.0113269524834343,183,0.0126148526126141,1,0.0312601626404767,1,1,1,0.298818577574891,"N","N"
"794",1138,3,0.00369913340998962,0.00442497504813373,0.0151309846431798,0.00379893420443164,0.00416906428529334,0.0188857412653447,182,0.630024773557624,1,0.703692175448266,1,1,1,1,"N","N"
"795",1139,10,0.00475031376582598,0.00676462078913385,0.0480999873753314,0.00284501837639387,0.00739796525930422,0.105950382391345,166,0.0788991010521631,1,0.134065023660248,1,1,1,1,"N","N"
"796",1140,30,0.00153374233128834,0.00289469297363457,0.030067283431455,0.00260999254287845,0.00270609879298883,0.00808176848110292,183,6.66646104986943e-06,0.053045030573811,9.06752659381385e-05,0.0491518173206873,0.0491518173206873,0.0399654339939672,0.000866772649281595,"N","Y"
"797",1141,48,0.000712927756653992,0.00161243753107745,0.0109014675052411,0.00151233931394789,0.00164060913283422,0.00464783696818019,183,5.28266923005637e-07,0.00420341990635585,1.35158196345847e-05,0.0040396571602241,0.0040396571602241,0.0037015663295005,0.000129198879878374,"Y","Y"
"798",1142,30,0.00197970799307102,0.00374418259342356,0.0232900220642314,0.00186170212765957,0.0029641558648298,0.0669424595712674,165,0.856161071587354,1,0.889356872926968,1,1,1,1,"N","N"
"799",1143,0,0.00773930753564155,0.00901101613209827,0.0312104597216364,0.00499919367843896,0.0085447148827605,0.152645502645503,141,1.28048449871426e-06,0.0101888151562694,2.51553300076276e-05,0.0096714994187888,0.0096714994187888,0.00861766067634696,0.000240461958491961,"Y","Y"
"800",1144,45,0.000860833909692718,0.00142370494666399,0.0107569721115538,0.00143763275930441,0.00155332524056578,0.00870010235414534,180,2.69106908917734e-06,0.0214128367425841,4.46100765470502e-05,0.0201239287516664,0.0201238146488682,0.0172617852418008,0.000426431550360394,"Y","Y"
"801",1145,3,0.00693240901213172,0.0134400785208457,0.0739837398373984,0.00597371565113501,0.014261875120506,0.189711597463694,167,0.576348735735257,1,0.654863185812572,1,1,1,1,"N","N"
"802",1146,26,0.00200630553167097,0.00377247129922694,0.0202405048220026,0.00358606557377049,0.0040500719389442,0.0325156873930405,183,4.1161492173137e-06,0.0327521993221652,6.32156657083253e-05,0.030624150176814,0.030624150176814,0.0255942158332566,0.000604283973972425,"Y","Y"
"803",1147,25,0.00133430616401557,0.00273497434697864,0.0234445446348061,0.00210173408969888,0.00259353518620251,0.0570026425066063,182,0.000106806595609295,0.849860081263157,0.000745491299353647,0.728207368864171,0.728207368864171,0.424556217546946,0.00712621531210041,"N","N"
"804",1148,12,0.00312602829878249,0.0051234788851631,0.0213502596653203,0.00326036329762459,0.00511503040756024,0.0677348871085215,153,0.477250498495894,1,0.568315207502518,1,1,1,1,"N","N"
"805",1149,0,0.00672707303679297,0.0077394094525744,0.027836355967946,0.00481111903064861,0.00732669233870624,0.164658634538153,179,8.92715581574931e-05,0.710333788259173,0.000651203477801548,0.613117061425663,0.613117061425663,0.370834052586226,0.0062249099336584,"N","N"
"806",1150,34,0.00114943477865949,0.00168136610159257,0.00853932584269663,0.00104467320650272,0.00159657764467823,0.0700976042590949,182,0.542755341755771,1,0.624812536798419,1,1,1,1,"N","N"
"807",1151,8,0.00464760052337118,0.00763751320513863,0.0550959338144693,0.00359462325193051,0.00893236399497359,0.168372093023256,166,0.977648187843996,1,0.983208623694979,1,1,1,1,"N","N"
"808",1152,11,0.00242424242424242,0.00389548419123768,0.0410677618069815,0.00145348837209302,0.00388533216779228,0.180258577821979,173,0.000540517197610838,1,0.00261952817949722,1,1,0.995302908516252,0.0250402946880755,"N","N"
"809",1153,3,0.00446314715633767,0.00506033020986992,0.0181034482758621,0.00418760469011725,0.00488972056938251,0.0427158273381295,183,0.761622622084482,1,0.814766228008365,1,1,1,1,"N","N"
"810",1154,7,0.00519778040728554,0.00771471820983341,0.0606160980457105,0.00243967957944483,0.00756479125250256,0.134173986965146,158,0.000369858217203483,1,0.0019541579244941,1,1,0.927322605313039,0.0186799633152876,"N","N"
"811",1155,1,0.00254129606099111,0.002951337415367,0.0113771035790472,0.00311675857108607,0.00315083708755019,0.00945017182130584,183,0.00163765557211862,1,0.00614082251995658,1,1,1,0.0587006495026125,"N","N"
"812",1156,31,0.00153374233128834,0.00247921770390969,0.023030303030303,0.00240384615384615,0.00243187480291849,0.0137306456324861,183,0.000199514444791206,1,0.00122100282892001,1,1,0.66677727449221,0.0116716708338671,"N","N"
"813",1157,5,0.00907259405112267,0.0135157857091839,0.0701570680628272,0.0047072000251996,0.0141760859619349,0.162202067074457,146,0.00100932601688957,1,0.00423140522465241,1,1,1,0.0404483657016032,"N","N"
"814",1158,3,0.00296589223924864,0.00344430942438025,0.0116666666666667,0.00299572039942939,0.00324218007926164,0.0088135593220339,183,0.566238647359527,1,0.646329209157905,1,1,1,1,"N","N"
"815",1159,16,0.00208188757807078,0.00307287344906162,0.021026282853567,0.00288663400979706,0.00324923912056741,0.0228045763760049,183,2.52559808549673e-05,0.200961839662975,0.000246881866907832,0.180428727227887,0.180428727227887,0.13128058848412,0.00235996495433803,"N","N"
"816",1160,11,0.00294985250737463,0.00526393398901135,0.0417016983352951,0.00323415265200517,0.00475104722003533,0.0797101449275362,179,0.323301783456343,1,0.416635995572415,1,1,1,1,"N","N"
"817",1161,37,0.00122579063495955,0.00242601128097217,0.0240401865805526,0.0020697341187709,0.00223698425507049,0.012609434208807,183,8.24618312505717e-06,0.0656148791260799,0.000106001420235993,0.0605187379547946,0.0605187379547946,0.0486175904338718,0.00101327667357763,"N","N"
"818",1162,16,0.00168208578637511,0.00309115164293001,0.017479674796748,0.00246806039488966,0.00293340944054351,0.0164277180406213,181,0.000771627605474515,1,0.00344172519446878,1,1,1,0.0328997465190137,"N","N"
"819",1163,15,0.00240307593719962,0.00427266688687629,0.0317460317460317,0.00266045892916528,0.004069694220997,0.0660217654171705,179,0.168549282196439,1,0.248406489801271,1,1,1,1,"N","N"
"820",1164,25,0.00161943319838057,0.00242923585484771,0.0175219023779725,0.00178976255816728,0.00230343302928823,0.0251454696591854,179,0.174554355161793,1,0.255364773675747,1,1,1,1,"N","N"
"821",1165,2,0.00418848167539267,0.00509880137760328,0.0192307692307692,0.00402449693788276,0.00455080460302638,0.0230463021160696,183,0.940137874283221,1,0.952588445902405,1,1,1,1,"N","N"
"822",1166,6,0.00519549186746723,0.00855974776496917,0.0530709600477042,0.00355731275978818,0.00997905202944558,0.140737970580903,162,0.0268331545489963,1,0.0569211972131067,1,1,1,0.544114609405661,"N","N"
"823",1167,2,0.00212728239673817,0.00253619828639928,0.0110470701248799,0.00225811593432868,0.00247951880319737,0.0202345663100915,183,0.521336503811222,1,0.607271931024139,1,1,1,1,"N","N"
"824",1168,5,0.00270964061608671,0.00300656696352862,0.0103934669636229,0.00229918091679839,0.00273822618942079,0.0210305507745267,183,0.0912794566367276,1,0.150812009231404,1,1,1,1,"N","N"
"825",1169,10,0.00570095879761596,0.00804845380971514,0.0455821991790884,0.00326619488296135,0.00822897995861461,0.195368317319537,121,0.0869479376914119,1,0.145120062145924,1,1,1,1,"N","N"
"826",1170,45,0.000689002074363806,0.0014044835579633,0.00926255789098682,0.00115734436300545,0.00139511610086688,0.0165052027269465,184,0.00163273625918266,1,0.00612815208222474,1,1,1,0.0585795317008971,"N","N"
"827",1171,5,0.00347438109675872,0.00387253423334696,0.0184947341381968,0.0032931074784588,0.0037544795083482,0.022354694485842,184,0.802270551910309,1,0.846415643271059,1,1,1,1,"N","N"
"828",1172,19,0.00180831826401447,0.00328384821528313,0.0224849327770051,0.00169448445310514,0.00294936433935241,0.046814044213264,177,0.483498230406848,1,0.573865665177101,1,1,1,1,"N","N"
"829",1173,39,0.00108395421951027,0.00203904812522483,0.0147679324894515,0.00175631198047257,0.00200382176181429,0.0228445099484156,184,2.61417604531846e-05,0.20800998792599,0.000254290938784829,0.186652169635738,0.186652169635738,0.135155910353223,0.00243078890829173,"N","N"
"830",1174,36,0.00100889513307089,0.00201461468416571,0.0149051490514905,0.00165233575927464,0.001694586144539,0.00501096147823364,184,0.00443758324979808,1,0.0136335042893424,1,1,1,0.130323837593455,"N","N"
"831",1175,21,0.00242209646823113,0.00406440220044726,0.0356234096692112,0.00225657273218566,0.00385172919311319,0.090897062715004,170,0.395737063644743,1,0.490785507391088,1,1,1,1,"N","N"
"832",1176,42,0.000739514741140543,0.0014872322567488,0.0108621860149355,0.00140172804746827,0.00145511123240398,0.00368550368550369,184,1.59397284551008e-05,0.126832419317237,0.000171746159352259,0.115084839445828,0.115084839445828,0.0877322654168748,0.00164173627731356,"N","N"
"833",1177,0,0.00598374330481954,0.00694913633851705,0.0214444170569386,0.00655598004470503,0.00669197768906114,0.0146579804560261,184,0.214688547238539,1,0.300911884864727,1,1,1,1,"N","N"
"834",1178,12,0.00413223140495868,0.00665511511478026,0.0485953934229796,0.00248990578734859,0.0061529815312555,0.11925601750547,165,0.0361119773831381,1,0.0721061490684141,1,1,1,0.689268867434721,"N","N"
"835",1179,8,0.0052809168926597,0.00762492067897723,0.0511945392491468,0.00423336882289119,0.00838210312521202,0.15598609041232,110,0.674115482101899,1,0.741079979425921,1,1,1,1,"N","N"
"836",1180,5,0.00280741671608395,0.00350796403619587,0.0159786950732357,0.00340893756003503,0.00354400704044887,0.0102383863080685,184,0.00319760445638029,1,0.0104834522700527,1,1,1,0.100212219988746,"N","N"
"837",1181,23,0.00302757367223244,0.00496358561008109,0.0305475504322767,0.00205199894452585,0.00481126113564861,0.165296167247387,174,0.245734563980057,1,0.334786370917126,1,1,1,1,"N","N"
"838",1182,6,0.00393863241499131,0.0049636916109284,0.0190453797319539,0.00417806516825726,0.00472886114723004,0.0474535025204241,184,0.406190651187548,1,0.500783856755395,1,1,1,1,"N","N"
"839",1183,45,0.000824474266353938,0.00168899125868017,0.0151015925315761,0.00143244533008312,0.00161491365934417,0.0133060388945752,184,1.7580373874516e-06,0.0139887034919524,3.27604297235419e-05,0.013239779564898,0.013239779564898,0.0116118369441178,0.000313159759381907,"Y","Y"
"840",1184,14,0.00385395537525355,0.00590026568519264,0.0371402042711235,0.00395945517896737,0.00635395501909368,0.134102216191768,175,0.0520043901701043,1,0.0961440084960973,1,1,1,0.919048828746398,"N","N"
"841",1185,27,0.00173210219402945,0.0030334798745672,0.0331254871395168,0.00229957144350371,0.00270410072920484,0.0432779002203967,184,0.00287770409064147,1,0.00959274882665864,1,1,1,0.0916979093289717,"N","N"
"842",1186,29,0.00151061231775291,0.00249655404717196,0.0175438596491228,0.00215479338241537,0.00235349825815299,0.0097757331799885,184,0.00245955510448502,1,0.00844656019265745,1,1,1,0.0807413938052405,"N","N"
"843",1187,36,0.0013971358714635,0.00275929080152689,0.0331313131313131,0.00136425648021828,0.00262453051380649,0.0957326283987915,181,0.398550938888013,1,0.493352492335395,1,1,1,1,"N","N"
"844",1188,0,0.00407478427612656,0.00513384724857,0.0205932826673204,0.00494841019161929,0.0051529466379705,0.0103788271925272,175,0.00186740930776785,1,0.00680044661872256,1,1,1,0.0650060528747673,"N","N"
"845",1189,56,0.000411025283572906,0.000865887063145811,0.00768431983385254,0.000843457866603205,0.000903077175902268,0.00289226319595083,184,2.384886455076e-05,0.189765415230398,0.000234858187166334,0.170519381537934,0.170519381537934,0.125111143433287,0.00224502956776015,"N","N"
"846",1190,1,0.0143205312156855,0.0156258203407531,0.064857024450891,0.00843029615862318,0.0159282116258028,0.160352512155592,166,1.3221514003032e-05,0.105203586922126,0.000150721471235137,0.0959881916620122,0.0959881916620122,0.0744767883790792,0.00144075947916411,"N","N"
"847",1191,30,0.00167165842446193,0.00271356776557575,0.0218068535825545,0.00174461517815205,0.0028047267043462,0.0437956204379562,181,0.0735247516572977,1,0.126631266003705,1,1,1,1,"N","N"
"848",1192,1,0.00594916170903191,0.00663080070513517,0.0230328851018506,0.00596760443307758,0.00646674683036763,0.0224784702963071,183,0.21257928189505,1,0.298586645373153,1,1,1,1,"N","N"
"849",1193,8,0.00334112930170398,0.00479497969982762,0.0305721605465414,0.0018291985823711,0.00447305014661604,0.092625167371157,175,0.00484980640387701,1,0.0145677272765758,1,1,1,0.139254155307842,"N","N"
"850",1194,2,0.00550689929251059,0.00684989010785316,0.0285631852279284,0.00659330094857906,0.00694641999327962,0.0169937285049565,184,0.00138625697988906,1,0.00537546139813707,1,1,1,0.051384496852239,"N","N"
"851",1195,6,0.0024879212271991,0.00292989345155977,0.0102816271792579,0.00239524280267113,0.00292002318550799,0.0533018383485673,184,0.8549666868643,1,0.888464140966336,1,1,1,1,"N","N"
"852",1196,0,0.022181146025878,0.025357727893835,0.0785930200604562,0.0144719687092568,0.02547721002215,0.159465828750982,129,0.00314279861455554,1,0.010329305483692,1,1,1,0.0987387176283197,"N","N"
"853",1197,59,0.000421762969211303,0.000620474693299424,0.00378583017847485,0.000505518577807734,0.000686205027857132,0.00830480537593508,185,0.124453986069677,1,0.193906474869085,1,1,1,1,"N","N"
"854",1198,3,0.00322953552584863,0.00401167039594104,0.0153291253381425,0.00371180575433463,0.00399317144550957,0.0188754222133916,184,0.0809804483946231,1,0.136923380339145,1,1,1,1,"N","N"
"855",1199,1,0.0105686749015975,0.0124808752495614,0.049920416726957,0.00681923998466502,0.0125718552358553,0.103552077062011,164,0.000277910699299009,1,0.00156278122566941,1,1,0.816223723841189,0.0149387598614284,"N","N"
"856",1200,30,0.00161079312861572,0.00325435201800549,0.0314354248200985,0.00124482099370806,0.00337853805316504,0.119826464208243,168,0.925250104732866,1,0.941219008355845,1,1,1,1,"N","N"
"857",1201,1,0.00448695247724749,0.00534633258083336,0.0205380387619323,0.00379321754440789,0.0051062529252704,0.107226107226107,182,0.0140773504508447,1,0.0341225760908014,1,1,1,0.326180633412366,"N","N"
"858",1203,28,0.0016923023688415,0.00384420985236058,0.0397643593519882,0.00323828003890475,0.00415586305318639,0.0573445841226106,168,5.08993633747971e-06,0.0405006234373261,7.45867834941548e-05,0.0377418779424121,0.0377418779424121,0.0311453204490384,0.000712981464810121,"Y","Y"
"859",1204,38,0.000978608451580358,0.00177158607117949,0.0162208309618668,0.00173874666666505,0.00195924508491201,0.0057568098848638,184,1.15629673926475e-09,9.20065315432963e-06,1.60482231189326e-07,9.13590053693081e-06,9.13590053693081e-06,9.06536643583566e-06,1.53406342128065e-06,"Y","Y"
"860",1205,0,0.014827018121911,0.0178673384407027,0.0967298708436384,0.0111991259218793,0.0182684164028238,0.133858267716535,127,0.0220867587615171,1,0.0484945749076688,1,1,1,0.463563803575515,"N","N"
"861",1206,48,0.000652727230034675,0.00115380324074572,0.00748941712797134,0.00122697732614084,0.00130315489214865,0.0043308791684712,184,1.80769719595461e-07,0.00143838465882108,6.336496294366e-06,0.00139753070219251,0.00139753070219251,0.00131491894033738,6.05711119058382e-05,"Y","Y"
"862",1207,2,0.00347752197435534,0.0040324260876353,0.0150184842883549,0.0039369447660632,0.00410947224239719,0.0103301973805571,184,0.0448855813565294,1,0.0857102401857221,1,1,1,0.819311541992323,"N","N"
"863",1208,0,0.01290860333863,0.0150442530069659,0.0465226679325896,0.00657783239978129,0.014917463361169,0.165270373191165,118,2.53114943461587e-07,0.00201403560512385,8.08409898283308e-06,0.00195126309914537,0.00195126309914537,0.00182293382281035,7.72765959923991e-05,"Y","Y"
"864",1209,10,0.00275664320827959,0.00399324563492,0.0318520421268944,0.00266267554267985,0.00443023632162889,0.0979526786808876,174,0.522897440639882,1,0.608591379421731,1,1,1,1,"N","N"
"865",1210,2,0.00366492146596859,0.00462530255824543,0.0152647975077882,0.00342811050615043,0.00458724800268189,0.133658969804618,185,0.34768245550286,1,0.441793244719939,1,1,1,1,"N","N"
"866",1211,26,0.00200803212851406,0.00407598593047926,0.048381482770623,0.00216963861956743,0.00393251043724098,0.0968956859164574,177,0.094996355712675,1,0.155500103354403,1,1,1,1,"N","N"
"867",1212,2,0.00532623169107856,0.00638309228695697,0.0292262405382675,0.00579830192586457,0.00646942733571342,0.0251153254741158,181,0.0769003844084154,1,0.131392819140597,1,1,1,1,"N","N"
"868",1213,2,0.00444970528289592,0.00581690573200679,0.0236175929854335,0.005722246311597,0.00601019764273261,0.0204290091930541,184,0.00199047842567662,1,0.00713112869568163,1,1,1,0.0681670712291143,"N","N"
"869",1215,1,0.00406101834673263,0.00530232122748965,0.0203650336215178,0.00442953348440544,0.00552805937836348,0.132252661801651,182,0.844793987431449,1,0.879731155345118,1,1,1,1,"N","N"
"870",1216,23,0.00141676505312869,0.00233607887052813,0.0182815356489945,0.00121163166397415,0.0023135838449105,0.159317758034441,183,0.187037083805591,1,0.269946485752644,1,1,1,1,"N","N"
"871",1217,7,0.00506937033084312,0.00731159554230076,0.0453441295546559,0.0028334345274236,0.0074192088541983,0.107203630175837,127,0.0762220218698732,1,0.1303737377512,1,1,1,1,"N","N"
"872",1218,2,0.00586795628898698,0.00647267201142124,0.0291327913279133,0.00520160816235371,0.00683888856975569,0.0811157422250721,180,0.896442173702207,1,0.921316151701689,1,1,1,1,"N","N"
"873",1219,3,0.00483792323295366,0.00617440574908562,0.0287836583101207,0.00558567453879415,0.00597119856977387,0.0166919575113809,184,0.00367316151421425,1,0.0117049844487796,1,1,1,0.111888950922848,"N","N"
"874",1220,6,0.00557529198037607,0.00787708207524644,0.0500570450656018,0.00305455180196338,0.00764780623654474,0.172206710100607,168,0.000346056722178068,1,0.0018567588256041,1,1,0.903072662123048,0.0177489169697481,"N","N"
"875",1221,2,0.00491302630421462,0.00619810638243521,0.0251772536535957,0.0055652749497143,0.00578600196387818,0.0352189284742997,180,0.198842030460797,1,0.282886829318176,1,1,1,1,"N","N"
"876",1222,39,0.000717119676315863,0.000952135187417407,0.00596009328841669,0.000705379026978584,0.000941835379560588,0.0125596844509031,184,0.18848442046196,1,0.27164363238902,1,1,1,1,"N","N"
"877",1223,0,0.0135539517690547,0.0161200615872235,0.0662277304415182,0.00866862937520445,0.0170442940182504,0.18353969410051,105,0.000375488548200904,1,0.00197734108407319,1,1,0.933089042279247,0.0189015731273922,"N","N"
"878",1224,33,0.00104452252419484,0.00164432853417267,0.00965717044905843,0.00119665735626439,0.00148860068883653,0.0170220844143517,180,0.0902703028947515,1,0.14936178002361,1,1,1,1,"N","N"
"879",1225,36,0.000876184403393073,0.00134263181829187,0.008,0.00136381604992054,0.00147810498489144,0.00476644423260248,184,1.29299840363524e-05,0.102883882977256,0.000148676131470023,0.0939492640081364,0.0939492640081364,0.0730544098053909,0.00142120790080868,"N","N"
"880",1226,16,0.00415512465373961,0.00657675450839159,0.0470282746682054,0.00253048079135036,0.0060023417488327,0.150375156315131,163,0.259682661931709,1,0.350219481523832,1,1,1,1,"N","N"
"881",1227,3,0.00282558438222451,0.00320380538141976,0.0106409304627567,0.00291092567436445,0.0032335880978295,0.0194682389587273,181,0.196421743882556,1,0.28024042272451,1,1,1,1,"N","N"
"882",1228,32,0.00104979945558743,0.00210994912379331,0.0144628099173554,0.00159137184103333,0.001875204758395,0.0163438256658596,180,0.00290471285330989,1,0.00967872704094926,1,1,1,0.0925197824584315,"N","N"
"883",1229,17,0.00330656589513462,0.00618134977852483,0.0936923644411656,0.00254621941769069,0.00678056387798434,0.118189937481393,173,0.739758824100815,1,0.797488275758052,1,1,1,1,"N","N"
"884",1230,22,0.00203252032520325,0.00321300797719711,0.0270455793520044,0.00280112044817927,0.00305717239804513,0.0238578189896648,183,0.00013481434641609,1,0.000892787225355641,0.910940538733519,0.910940538733519,0.50717157121733,0.00853422971038446,"N","N"
